web-scraper-order,web-scraper-start-url,titulo,precio,habts,ban,mets
1620513598-12811,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-3.html,"Departamento en Renta, Distrito Piamonte","MN 22,000",2 rec.,"2
					
						baños",87 m²
1620513785-13173,https://www.inmuebles24.com/departamentos-en-renta-en-milenio-pagina-1.html,Departamento Amueblado Para Ejecutivos en Milenio Lll.,"MN 21,000",2 rec.,"2
					
						baños",148 m²
1620513823-13217,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-18.html,"Departamento en Renta, Altos Juriquilla","MN 25,000",4 rec.,"4
					
						baños",293 m²
1620513519-12652,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-10.html,"Departamento Nuevo Se Renta Amueblado, Incluye Mantenimiento y Cuenta con Amenidades.","MN 16,000",3 rec.,"3
					
						baños",129 m²
1620514006-13556,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-3.html,Renta de Loft / Departamento en Juriquilla,"MN 13,000",1 rec.,"1
					
						baño",50 m²
1620513823-13211,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-18.html,Departamento en Renta en Altos Juriquilla,"MN 25,000",3 rec.,"4
					
						baños",190 m²
1620513668-12921,https://www.inmuebles24.com/departamentos-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-5.html,Departamento Amueblado en Renta Teide,"MN 16,000",1 rec.,"2
					
						baños",115 m²
1620513837-13221,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-17.html,Departamento en Renta en Life Juriquilla,"MN 20,000",2 rec.,"3
					
						baños",150 m²
1620513837-13232,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-17.html,Departamento en Renta en Biosfera Towers Juriquilla Queretar,"MN 18,000",3 rec.,"2
					
						baños",176 m²
1620513914-13369,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-11.html,Departamento Amueblado - Tu Hogar Rodeado de Belleza Natural,"MN 38,000",3 rec.,"3
					
						baños",161 m²
1620513995-13541,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-4.html,"Departamento en Renta en Life Juriquilla, D309","MN 16,500",3 rec.,"2
					
						baños",143 m²
1620513864-13274,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-15.html,Renta Departamentos Amueblados - Biosfera - Juriquilla - Que,"MN 27,000",3 rec.,"3
					
						baños",165 m²
1620513926-13403,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-10.html,Renta Departamento en El Ensueño Juriquilla Santa Fe Ll,"MN 12,500",2 rec.,"2
					
						baños",128 m²
1620513737-13058,https://www.inmuebles24.com/departamentos-en-renta-en-milenio-pagina-5.html,Departamento en Renta en Milenio 3a. Sección,"MN 6,500",1 rec.,"1
					
						baño",42 m²
1620513982-13512,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-5.html,Bonito Departamento en Desarrollo Exclusivo Autosustentable Joy Juriquilla,"MN 28,000",2 rec.,"2
					
						baños",142 m²
1620513519-12634,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-10.html,"Departamento en Renta en Centro Sur, Querétaro","MN 16,500",3 rec.,"2
					
						baños",108 m²
1620513875-13306,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-14.html,Departamento en Renta Atelier Juriquilla,"MN 12,760",2 rec.,"2
					
						baños",90 m²
1620513455-12562,https://www.inmuebles24.com/departamentos-en-renta-en-fraccionamiento-cumbres-del-lago-pagina-3.html,Departamento Renta Cumbres del Lago,"MN 14,000",3 rec.,"2
					
						baños",127 m²
1620513971-13490,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-6.html,Penthouse en Renta en Juriquila,"MN 25,500",3 rec.,"2
					
						baños",232 m²
1620513823-13214,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-18.html,Departamento 180 m en Bisofera Towers con Mantenimiento Incluido,"MN 20,000",3 rec.,"4
					
						baños",180 m²
1620513519-12646,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-10.html,"Departamento en Renta en Sky Living, Centro Sur","MN 19,000",2 rec.,"2
					
						baños",148 m²
1620513982-13515,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-5.html,"Renta Departamento 2 Rec. $15,500","MN 15,500",2 rec.,"2
					
						baños",110 m²
1620513486-12592,https://www.inmuebles24.com/departamentos-en-renta-en-fraccionamiento-cumbres-del-lago-pagina-1.html,"Departamento de Lujo en Renta Ubicado en Ambar Tower, Cumbres de Juriquilla","MN 18,000",2 rec.,"2
					
						baños",135 m²
1620513668-12928,https://www.inmuebles24.com/departamentos-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-5.html,Departamento Residencial en Renta El Campanario,"MN 35,000",2 rec.,"3
					
						baños",137 m²
1620513749-13080,https://www.inmuebles24.com/departamentos-en-renta-en-milenio-pagina-4.html,Hermoso Penthouse Amueblado con Acabado de Lujo en Renta,"MN 18,000",3 rec.,"2
					
						baños",136 m²
1620513760-13118,https://www.inmuebles24.com/departamentos-en-renta-en-milenio-pagina-3.html,"Rento Suite Amueblada en Milenio, Ideal Para Ejecutivos o Personas Que Trabajan","MN 4,500",1 rec.,"1
					
						baño",2 m²
1620513960-13466,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-7.html,Departamento en Renta en Provincia Juriquilla,"MN 18,000",3 rec.,"2
					
						baños",132 m²
1620513472-12583,https://www.inmuebles24.com/departamentos-en-renta-en-fraccionamiento-cumbres-del-lago-pagina-2.html,Renta Departamento Amueblado Tres Vistas Juriquilla,"MN 26,000",2 rec.,"2
					
						baños",117 m²
1620513903-13358,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-12.html,Renta Departamentos Amueblados - Life - Juriquilla - Quereta,"MN 25,000",3 rec.,"2
					
						baños",150 m²
1620514028-13605,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-1.html,"Departamento en Renta en Celeste, Altos Juriquilla","MN 14,500",2 rec.,"2
					
						baños",106 m²
1620513864-13285,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-15.html,Departamento en Renta,"MN 25,000",2 rec.,"3
					
						baños",92 m²
1620513441-12537,https://www.inmuebles24.com/departamentos-en-renta-en-fraccionamiento-cumbres-del-lago-pagina-4.html,Departamento en Renta en Cumbres del Lago,"MN 75,000",3 rec.,"5
					
						baños",643 m²
1620513864-13270,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-15.html,Departamento Amueblado en Wise Living,"MN 35,000",3 rec.,"2
					
						baños",210 m²
1620513455-12553,https://www.inmuebles24.com/departamentos-en-renta-en-fraccionamiento-cumbres-del-lago-pagina-3.html,"Departamento en Renta en Cumbres del Lago Juriquilla, Queret","MN 30,000",3 rec.,"2
					
						baños",177 m²
1620513472-12574,https://www.inmuebles24.com/departamentos-en-renta-en-fraccionamiento-cumbres-del-lago-pagina-2.html,Departamento de 3 Recámaras en Renta,"MN 16,500",3 rec.,"2
					
						baños",126 m²
1620513441-12536,https://www.inmuebles24.com/departamentos-en-renta-en-fraccionamiento-cumbres-del-lago-pagina-4.html,Juriquilla Departamento en Renta,"MN 22,000",2 rec.,"3
					
						baños",196 m²
1620513737-13077,https://www.inmuebles24.com/departamentos-en-renta-en-milenio-pagina-5.html,"Departamento Amueblado en Renta, Milenio III","MN 14,000",3 rec.,"2
					
						baños",98 m²
1620513785-13170,https://www.inmuebles24.com/departamentos-en-renta-en-milenio-pagina-1.html,Departamento Amueblado en Renta,"MN 13,800",2 rec.,"2
					
						baños",90 m²
1620513564-12736,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-6.html,"Departamento Amueblado en Renta, Centro Sur","MN 20,000",2 rec.,"2
					
						baños",162 m²
1620513960-13468,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-7.html,"Departamento en Renta en Juriquilla, Tres Recámaras, 3.5 Baños","MN 18,500",3 rec.,"3
					
						baños",153 m²
1620513472-12569,https://www.inmuebles24.com/departamentos-en-renta-en-fraccionamiento-cumbres-del-lago-pagina-2.html,Departamentos de Lujo en Ambar Tower Dentro de Cumbres del L,"MN 18,000",2 rec.,"2
					
						baños",135 m²
1620514016-13595,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-2.html,"En Renta Departamento Amueblado en Juriquilla, Querétaro","MN 18,000",2 rec.,"2
					
						baños",91 m²
1620513926-13392,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-10.html,Se Renta Departamento Amueblado en Biosfera Towers Juriquill,"MN 26,000",3 rec.,"2
					
						baños",135 m²
1620513519-12638,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-10.html,Departamento Amueblado en Renta Park Life Centro Sur Queretaro,"MN 17,500",2 rec.,"2
					
						baños",66 m²
1620513472-12570,https://www.inmuebles24.com/departamentos-en-renta-en-fraccionamiento-cumbres-del-lago-pagina-2.html,Departamento en Renta en Cumbres del Lago,"MN 22,000",2 rec.,"4
					
						baños",196 m²
1620513542-12694,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-8.html,"Departamento en Renta Ubicado en Col. Centro Sur, Querétaro, Querétaro","MN 13,500",2 rec.,"2
					
						baños",162 m²
1620513609-12833,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-2.html,Departamento Renta Centro Sur Queretaro,"MN 23,000",3 rec.,"3
					
						baños",129 m²
1620513971-13506,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-6.html,Renta Departamentos - Valle de Juriquilla - Queretaro,"MN 17,500",3 rec.,"2
					
						baños",105 m²
1620513760-13111,https://www.inmuebles24.com/departamentos-en-renta-en-milenio-pagina-3.html,Departamento en Renta en Lucepolis Milenio III Dentro de Privada con Alberca,"MN 15,000",2 rec.,"2
					
						baños",147 m²
1620513960-13473,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-7.html,Departamento en Renta Juriquilla Cantalagua Queretaro 2 Habitaciones en Privada,"MN 15,000",2 rec.,"2
					
						baños",136 m²
1620514028-13620,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-1.html,Departamento Amueblado en Renta Sobre Blvd de La Campana en,"MN 18,500",2 rec.,"2
					
						baños",100 m²
1620513971-13497,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-6.html,Hermoso Departamento en Renta en Cumbres del Lago,"MN 12,000",2 rec.,"2
					
						baños",96 m²
1620513441-12540,https://www.inmuebles24.com/departamentos-en-renta-en-fraccionamiento-cumbres-del-lago-pagina-4.html,"Departamento Panorámico en Cumbres del Lago, Querétaro; Disp","MN 35,000",4 rec.,"4
					
						baños",254 m²
1620513760-13114,https://www.inmuebles24.com/departamentos-en-renta-en-milenio-pagina-3.html,Departamento en Renta en Milenio III,"MN 12,800",3 rec.,"2
					
						baños",135 m²
1620513948-13443,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-8.html,"Departamento en Renta - Villas del Mesón, Juriquilla - Queretaro - De193","MN 14,000",1 rec.,"1
					
						baño",60 m²
1620513598-12810,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-3.html,Renta Departamento Amueblado Central Park,"MN 22,500",2 rec.,"2
					
						baños",160 m²
1620513875-13299,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-14.html,Renta Departamento Amueblado en Juriquilla Muy Centrico y Moderno,"MN 19,800",2 rec.,"2
					
						baños",136 m²
1620513542-12698,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-8.html,Nuevo Departamento en Renta Alia Centro Sur,"MN 20,000",3 rec.,"2
					
						baños",107 m²
1620513587-12788,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-4.html,Departamento en Renta en Centro Sur,"MN 13,000",3 rec.,"3
					
						baños",145 m²
1620513813-13200,https://www.inmuebles24.com/departamentos-en-renta-en-fraccionamiento-residencial-el-refugio.html,Departamento - Fraccionamiento Residencial El Refugio,"MN 15,500",3 rec.,"2
					
						baños",175 m²
1620513630-12876,https://www.inmuebles24.com/departamentos-en-renta-en-jurica-pagina-2.html,Se Renta Loft en Jurica,"MN 10,000",1 rec.,"1
					
						baño",22 m²
1620513795-13175,https://www.inmuebles24.com/departamentos-en-renta-en-fraccionamiento-el-mirador-pagina-2.html,Renta Departamento Amueblado Zen House El Marques Queretaro,"MN 14,500",2 rec.,"2
					
						baños",117 m²
1620513864-13286,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-15.html,"Departamento Renta Amueblado, Atelier Juriquilla","MN 14,000",2 rec.,"1
					
						baño",69 m²
1620513785-13157,https://www.inmuebles24.com/departamentos-en-renta-en-milenio-pagina-1.html,"Depto en Renta en Milenio III Amueblado y Equipado, 2 Rec, 2 Baños, Estudio","MN 18,000",2 rec.,"2
					
						baños",110 m²
1620513455-12548,https://www.inmuebles24.com/departamentos-en-renta-en-fraccionamiento-cumbres-del-lago-pagina-3.html,"Depto en Renta en Garden Towers, Altos Juriquilla, 3 Rec, 3 Baños, Terraza,","MN 17,000",3 rec.,"3
					
						baños",169 m²
1620513875-13308,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-14.html,Renta Departamentos Juriquilla,"MN 13,000",2 rec.,"2
					
						baños",107 m²
1620513564-12743,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-6.html,Renta Depa Amueblado en Edificio de Lujo Ubicado Zona Ejecutiva de Qro Jf,"MN 18,000",2 rec.,"2
					
						baños",82 m²
1620513668-12918,https://www.inmuebles24.com/departamentos-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-5.html,Departamento Amplio con Terraza de 80 m² y Hermosa Vista,"MN 18,000",2 rec.,"2
					
						baños",140 m²
1620513960-13480,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-7.html,PH Juriquilla Towers,"MN 42,000",3 rec.,"3
					
						baños",202 m²
1620513889-13321,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-13.html,Departamento en Renta en Juriquilla Amueblado,"MN 26,000",2 rec.,"2
					
						baños",114 m²
1620513749-13099,https://www.inmuebles24.com/departamentos-en-renta-en-milenio-pagina-4.html,"Renta Departamento en Home Coto Club, en Milenio","MN 13,500",3 rec.,"2
					
						baños",118 m²
1620513749-13081,https://www.inmuebles24.com/departamentos-en-renta-en-milenio-pagina-4.html,Increible Departamento de Dos Pisos Milenio III,"MN 17,000",2 rec.,"2
					
						baños",154 m²
1620513772-13134,https://www.inmuebles24.com/departamentos-en-renta-en-milenio-pagina-2.html,Departamento en Milenio La Cima,"MN 9,500",2 rec.,"2
					
						baños",100 m²
1620513531-12657,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-9.html,Exclusivo Departamento en Renta 2 Recamaras 2 Baños en Centro Sur Jf,"MN 18,000",1 rec.,"2
					
						baños",82 m²
1620513914-13378,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-11.html,Departmento Renta Juriquilla Biosfera Amueblado,"MN 16,900",2 rec.,"2
					
						baños",103 m²
1620513864-13289,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-15.html,"Precioso Departamento en Juriquilla Towers, Amueblado, Ganelo","MN 25,000",2 rec.,"2
					
						baños",115 m²
1620513995-13536,https://www.inmuebles24.com/departamentos-en-renta-en-juriquilla-pagina-4.html,Departamento Amueblado en Wise Living,"MN 35,000",3 rec.,"2
					
						baños",210 m²
1620513657-12909,https://www.inmuebles24.com/departamentos-en-renta-en-el-pueblito-centro.html,Renta de Departamento en El Pueblito Queretaro,"MN 15,000",3 rec.,"3
					
						baños",170 m²
1620513576-12752,https://www.inmuebles24.com/departamentos-en-renta-en-centro-sur-pagina-5.html,Departamento en Renta en Sky Living,"MN 19,000",2 rec.,"2
					
						baños",148 m²
1620513455-12554,https://www.inmuebles24.com/departamentos-en-renta-en-fraccionamiento-cumbres-del-lago-pagina-3.html,Renta Departamento en Cumbres del Lago 2 Recamaras 2 Baños,"MN 17,000",2 rec.,"2
					
						baños",105 m²
1620513760-13112,https://www.inmuebles24.com/departamentos-en-renta-en-milenio-pagina-3.html,Departamento en Renta en Milenio III,"MN 18,500",3 rec.,"2
					
						baños",190 m²
1620513486-12608,https://www.inmuebles24.com/departamentos-en-renta-en-fraccionamiento-cumbres-del-lago-pagina-1.html,Departamentos de Lujo en Ambar Tower Dentro de Cumbres del L,"MN 22,000",4 rec.,"3
					
						baños",171 m²
1620513715-13020,https://www.inmuebles24.com/departamentos-en-renta-en-el-campanario-ciudad-de-queretaro-pagina-1.html,"Departamento en Renta en City View, El Campanario","MN 18,000",2 rec.,"2
					
						baños",132 m²
